N,Z,A,Element,Origin,Mass Excess [keV],ME unc [keV],Binding Energy [keV],BE unc [keV],B?,B- decay Energy [keV],B-decay En unc [keV]
91,71,162,Lu,x,-52830,80,8054.6,0.5,B+,6990,80     16
90,72,162,Hf,,-49169,9,8027.12,0.06,B+,3660,80     16
89,73,162,Ta,#NAME?,-39780,50,7964.3,0.3,B+,9390,50     16
88,74,162,W,,-33999,18,7923.82,0.11,B+,5780,50     16
87,75,162,Re,#NAME?,-22500,200,7848,1,B+,11500,200.    16
86,76,162,Os,#NAME?,-14440,300,7793,2,B+,8060,360.    16
102,61,163,Pm,x,-43250,400,8044,2,B-,7470,500.    16
101,62,163,Sm,x,-50720,300,8085,2,B-,5770,310.    16
100,63,163,Eu,+,-56480,70,8115.5,0.4,B-,4830,70     16
99,64,163,Gd,,-61314,8,8140.3,0.05,B-,3282,9     16
98,65,163,Tb,#NAME?,-64596,4,8155.633,0.025,B-,1785,4     16
97,66,163,Dy,,-66381.2,0.8,8161.785,0.005,,*,16
96,67,163,Ho,,-66378.3,0.8,8156.968,0.005,B+,2.834,0.019 16
95,68,163,Er,,-65168,5,8144.741,0.028,B+,1211,5     16
94,69,163,Tm,-,-62729,6,8124.98,0.03,B+,2439,3     16
93,70,163,Yb,x,-59299,15,8099.14,0.09,B+,3430,16     16
92,71,163,Lu,x,-54791,28,8066.68,0.17,B+,4510,30     16
91,72,163,Hf,,-49264,25,8027.97,0.15,B+,5530,40     16
90,73,163,Ta,#NAME?,-42530,40,7981.89,0.23,B+,6730,50     16
89,74,163,W,#NAME?,-34910,50,7930.3,0.3,B+,7630,70     16
88,75,163,Re,#NAME?,-26002,19,7870.86,0.11,B+,8910,60     16
87,76,163,Os,#NAME?,-16190,300,7806,2,B+,9810,300.    16
103,61,164,Pm,x,-38870,400,8017,2,B-,9230,500.    16
102,62,164,Sm,x,-48100,300,8069,2,B-,5280,320.    16
101,63,164,Eu,+,-53380,110,8096,1,B-,6390,50     16
100,64,164,Gd,x,-59770,100,8130,1,B-,2300,140.    16
99,65,164,Tb,+,-62080,100,8139.8,0.6,B-,3890,100     16
98,66,164,Dy,,-65968,0.8,8158.714,0.005,B-,-986.5,1.4   16
97,67,164,Ho,,-64981.5,1.5,8147.929,0.009,B-,961.4,1.4   16
96,68,164,Er,,-65942.9,0.8,8149.02,0.005,,*,16
95,69,164,Tm,,-61904,24,8119.62,0.15,B+,4039,24     16
94,70,164,Yb,x,-61017,15,8109.45,0.09,B+,887,29     16
93,71,164,Lu,x,-54642,28,8065.8,0.17,B+,6380,30     16
92,72,164,Hf,,-51819,16,8043.81,0.1,B+,2820,30     16
91,73,164,Ta,x,-43283,28,7987,0.17,B+,8540,30     16
90,74,164,W,,-38236,10,7951.45,0.06,B+,5047,30     16
89,75,164,Re,#NAME?,-27470,50,7881.1,0.3,B+,10760,60     16
88,76,164,Os,,-20420,150,7833.3,0.9,B+,7050,140     16
87,77,164,Ir,#NAME?,-7340,310,7749,2,B+,13080,350.    16
103,62,165,Sm,x,-43810,400,8043,2,B-,6920,420.    16
102,63,165,Eu,+,-50720,140,8080,1,B-,5730,70     16
101,64,165,Gd,+,-56450,120,8110,1,B-,4110,70     16
100,65,165,Tb,x,-60570,100,8130,1,B-,3050,100.    16
99,66,165,Dy,#NAME?,-63612.6,0.8,8143.909,0.005,B-,1286.4,0.8   16
98,67,165,Ho,,-64899,1,8146.964,0.006,,*,16
97,68,165,Er,,-64521.6,1,8139.936,0.006,B+,377.4,1.0   16
96,69,165,Tm,,-62929.6,1.7,8125.546,0.01,B+,1592,1.5   16
95,70,165,Yb,,-60295,27,8104.84,0.16,B+,2634,27     16
94,71,165,Lu,,-56442,27,8076.75,0.16,B+,3850,40     16
93,72,165,Hf,x,-51636,28,8042.87,0.17,B+,4810,40     16
92,73,165,Ta,,-45848,14,8003.05,0.08,B+,5790,30     16
91,74,165,W,,-38861,25,7955.97,0.15,B+,6987,29     16
90,75,165,Re,#NAME?,-30660,24,7901.52,0.14,B+,8200,30     16
89,76,165,Os,#NAME?,-21800,200,7843,1,B+,8870,200.    16
88,77,165,Ir,IT,-11590,160,7776,1,B+,10200,250.    16
104,62,166,Sm,x,-40730,400,8024,2,B-,6480,540.    16
103,63,166,Eu,+,-47210,360,8059,2,B-,7320,300     16
102,64,166,Gd,x,-54530,200,8098,1,B-,3360,210.    16
101,65,166,Tb,+,-57880,70,8113.7,0.4,B-,4700,70     16
100,66,166,Dy,#NAME?,-62584.8,0.9,8137.28,0.005,B-,486.5,0.9   16
99,67,166,Ho,,-63071.3,1,8135.499,0.006,B-,1854.7,0.9   16
98,68,166,Er,,-64926,1.2,8141.959,0.007,,*,16
97,69,166,Tm,-,-61888,12,8118.95,0.07,B+,3038,12     16
96,70,166,Yb,#NAME?,-61596,7,8112.47,0.04,B+,293,14     16
95,71,166,Lu,x,-56021,30,8074.17,0.18,B+,5570,30     16
94,72,166,Hf,x,-53859,28,8056.44,0.17,B+,2160,40     16
93,73,166,Ta,x,-46098,28,8004.97,0.17,B+,7760,40     16
92,74,166,W,,-41888,9,7974.9,0.06,B+,4210,30     16
91,75,166,Re,#NAME?,-31890,70,7910,0.4,B+,9990,70     16
90,76,166,Os,,-25432,18,7866.34,0.11,B+,6460,70     16
89,77,166,Ir,#NAME?,-13350,200,7789,1,B+,12080,200.    16
88,78,166,Pt,#NAME?,-4730,300,7732,2,B+,8620,360.    16
104,63,167,Eu,x,-44010,400,8040,2,B-,6800,500.    16
103,64,167,Gd,x,-50810,300,8076,2,B-,5110,360.    16
102,65,167,Tb,x,-55930,200,8102,1,B-,4000,210.    16
101,66,167,Dy,+,-59930,60,8121,0.4,B-,2350,60     16
100,67,167,Ho,p2n,-62281,5,8130.38,0.03,B-,1011,5     16
99,68,167,Er,,-63291.2,1.2,8131.746,0.007,,*,16
98,69,167,Tm,,-62543.6,1.3,8122.585,0.008,B+,747.5,1.5   16
97,70,167,Yb,,-60591,4,8106.205,0.024,B+,1953,4     16
96,71,167,Lu,x,-57500,30,8083.02,0.19,B+,3090,30     16
95,72,167,Hf,x,-53468,28,8054.18,0.17,B+,4030,40     16
94,73,167,Ta,x,-48351,28,8018.86,0.17,B+,5120,40     16
93,74,167,W,,-42098,18,7976.73,0.11,B+,6250,30     16
92,75,167,Re,#NAME?,-34830,40,7929,0,B+,7270,40.    16
91,76,167,Os,#NAME?,-26500,70,7874,0.4,B+,8330,80.    16
90,77,167,Ir,,-17072,18,7812.82,0.11,B+,9430,70     16
89,78,167,Pt,#NAME?,-6610,300,7746,2,B+,10460,300.    16
105,63,168,Eu,x,-39740,500,8014,3,B-,8620,640.    16
104,64,168,Gd,x,-48360,400,8061,2,B-,4360,500.    16
103,65,168,Tb,x,-52720,300,8082,2,B-,5840,330.    16
102,66,168,Dy,#NAME?,-58560,140,8112.5,0.8,B-,1500,140     16
101,67,168,Ho,+,-60060,30,8116.82,0.18,B-,2930,30     16
100,68,168,Er,,-62991.2,1.2,8129.601,0.007,B-,-1678.3,1.9   16
99,69,168,Tm,,-61312.9,1.7,8114.954,0.01,B-,269,1.9   16
98,70,168,Yb,,-61581.9,1.2,8111.898,0.007,,*,16
97,71,168,Lu,-,-57070,40,8080.37,0.23,B+,4510,40     16
96,72,168,Hf,x,-55361,28,8065.55,0.17,B+,1710,50     16
95,73,168,Ta,x,-48394,28,8019.43,0.17,B+,6970,40     16
94,74,168,W,,-44893,13,7993.93,0.08,B+,3500,30     16
93,75,168,Re,#NAME?,-35790,30,7935.12,0.18,B+,9100,30     16
92,76,168,Os,,-29995,10,7895.94,0.06,B+,5800,30     16
91,77,168,Ir,#NAME?,-18670,60,7823.9,0.3,B+,11330,60     16
90,78,168,Pt,#NAME?,-11010,150,7773.6,0.9,B+,7660,140     16
105,64,169,Gd,x,-44150,500,8036,3,B-,6180,590.    16
104,65,169,Tb,x,-50330,300,8068,2,B-,5270,420.    16
103,66,169,Dy,+,-55600,300,8094.8,1.8,B-,3200,300     16
102,67,169,Ho,#NAME?,-58797,20,8109.07,0.12,B-,2126,20     16
101,68,169,Er,#NAME?,-60923.1,1.2,8117.019,0.007,B-,352.1,1.1   16
100,69,169,Tm,,-61275.2,0.8,8114.473,0.005,,*,16
99,70,169,Yb,#NAME?,-60377.6,1.2,8104.532,0.007,B+,897.6,1.1   16
98,71,169,Lu,-,-58085,3,8086.335,0.019,B+,2293,3     16
97,72,169,Hf,x,-54717,28,8061.78,0.17,B+,3368,28     16
96,73,169,Ta,x,-50290,28,8030.96,0.17,B+,4430,40     16
95,74,169,W,,-44918,15,7994.54,0.09,B+,5370,30     16
94,75,169,Re,#NAME?,-38409,11,7951.4,0.07,B+,6509,19     16
93,76,169,Os,#NAME?,-30723,25,7901.28,0.15,B+,7687,28     16
92,77,169,Ir,#NAME?,-22094,23,7845.6,0.14,B+,8630,30     16
91,78,169,Pt,#NAME?,-12510,200,7784,1,B+,9580,200.    16
90,79,169,Au,x,-1790,300,7716,2,B+,10720,360.    16
106,64,170,Gd,x,-41380,600,8020,4,B-,5340,720.    16
105,65,170,Tb,x,-46720,400,8047,2,B-,6940,450.    16
104,66,170,Dy,x,-53660,200,8083,1,B-,2580,200.    16
103,67,170,Ho,+,-56240,50,8093.8,0.29,B-,3870,50     16
102,68,170,Er,,-60108.7,1.5,8111.959,0.009,B-,-312.8,1.8   16
101,69,170,Tm,,-59795.9,0.8,8105.517,0.005,B-,968.1,0.8   16
100,70,170,Yb,,-60763.919,0.01,8106.609,0,,*,16
99,71,170,Lu,-,-57306,17,8081.67,0.1,B+,3458,17     16
98,72,170,Hf,x,-56254,28,8070.88,0.16,B+,1050,30     16
97,73,170,Ta,x,-50138,28,8030.3,0.16,B+,6120,40     16
96,74,170,W,,-47291,13,8008.95,0.08,B+,2850,30     16
95,75,170,Re,,-38913,23,7955.07,0.14,B+,8378,27     16
94,76,170,Os,,-33926,10,7921.13,0.06,B+,4987,25     16
93,77,170,Ir,#NAME?,-23360,90,7854,1,B+,10570,90.    16
92,78,170,Pt,,-16299,18,7808.24,0.11,B+,7060,90.    16
91,79,170,Au,#NAME?,-3750,200,7730,1,B+,12550,200.    16
106,65,171,Tb,x,-44030,500,8031,3,B-,6160,590.    17
105,66,171,Dy,x,-50190,300,8063,2,B-,4330,670.    17
104,67,171,Ho,+,-54520,600,8084,4,B-,3200,600     17
103,68,171,Er,,-57719,1.6,8097.746,0.009,B-,1491.3,1.3   17
102,69,171,Tm,,-59210.3,1,8101.893,0.006,B-,96.5,1.0   17
101,70,171,Yb,,-59306.81,0.013,8097.882,0,,*,17
100,71,171,Lu,,-57828.4,1.9,8084.661,0.011,B+,1478.4,1.9   17
99,72,171,Hf,x,-55431,29,8066.07,0.17,B+,2397,29     17
98,73,171,Ta,x,-51720,28,8039.79,0.16,B+,3710,40     17
97,74,171,W,x,-47086,28,8008.12,0.16,B+,4630,40     17
96,75,171,Re,x,-41250,28,7969.41,0.16,B+,5840,40     17
95,76,171,Os,,-34302,18,7924.2,0.1,B+,6950,30     17
94,77,171,Ir,#NAME?,-26410,40,7873.49,0.22,B+,7890,40     17
93,78,171,Pt,#NAME?,-17470,70,7816.6,0.4,B+,8940,80     17
92,79,171,Au,#NAME?,-7562,21,7754.11,0.12,B+,9910,80     17
91,80,171,Hg,#NAME?,3480,300,7685,2,B+,11040,300.    17
107,65,172,Tb,x,-39850,500,8007,3,B-,8160,590.    17
106,66,172,Dy,x,-48010,300,8050,2,B-,3470,360.    17
105,67,172,Ho,x,-51480,200,8066,1,B-,5000,200.    17
104,68,172,Er,,-56484,4,8090.41,0.023,B-,891,5     17
103,69,172,Tm,,-57374,6,8091.04,0.03,B-,1881,6     17
102,70,172,Yb,,-59255.446,0.014,8097.429,0,,*,17
101,71,172,Lu,,-56736,2.3,8078.232,0.014,B+,2519.5,2.3   17
100,72,172,Hf,x,-56402,24,8071.74,0.14,B+,334,25     17
99,73,172,Ta,x,-51330,28,8037.7,0.16,B+,5070,40     17
98,74,172,W,x,-49097,28,8020.17,0.16,B+,2230,40     17
97,75,172,Re,,-41540,40,7971.67,0.23,B+,7560,50     17
96,76,172,Os,,-37244,13,7942.16,0.07,B+,4290,40     17
95,77,172,Ir,#NAME?,-27380,30,7880.26,0.19,B+,9860,30     17
94,78,172,Pt,,-21107,10,7839.25,0.06,B+,6270,30     17
93,79,172,Au,#NAME?,-9320,60,7766.2,0.3,B+,11790,60     17
92,80,172,Hg,#NAME?,-1060,150,7713.6,0.9,B+,8260,140     17
107,66,173,Dy,x,-43940,400,8027,2,B-,5410,500.    17
106,67,173,Ho,x,-49350,300,8054,2,B-,4300,360.    17
105,68,173,Er,x,-53650,200,8074,1,B-,2600,200.    17
104,69,173,Tm,p2n,-56256,4,8084.463,0.025,B-,1295,4     17
103,70,173,Yb,,-57551.225,0.011,8087.427,0,,*,17
102,71,173,Lu,,-56880.9,1.6,8079.03,0.009,B+,670.3,1.6   17
101,72,173,Hf,x,-55412,28,8066.02,0.16,B+,1469,28     17
100,73,173,Ta,x,-52397,28,8044.06,0.16,B+,3020,40     17
99,74,173,W,x,-48727,28,8018.33,0.16,B+,3670,40     17
98,75,173,Re,x,-43554,28,7983.91,0.16,B+,5170,40     17
97,76,173,Os,,-37438,15,7944.03,0.09,B+,6120,30     17
96,77,173,Ir,,-30268,11,7898.07,0.06,B+,7170,19     17
95,78,173,Pt,#NAME?,-21940,60,7845.4,0.3,B+,8330,60     17
94,79,173,Au,#NAME?,-12832,23,7788.24,0.13,B+,9110,60     17
93,80,173,Hg,#NAME?,-2710,200,7725,1,B+,10120,200.    17
108,66,174,Dy,x,-41370,500,8012,3,B-,4320,590.    17
107,67,174,Ho,x,-45690,300,8033,2,B-,6260,420.    17
106,68,174,Er,x,-51950,300,8064,2,B-,1920,300.    17
105,69,174,Tm,+,-53860,40,8070.64,0.26,B-,3080,40     17
104,70,174,Yb,,-56944.512,0.011,8083.847,0,B-,-1374.3,1.6   17
103,71,174,Lu,,-55570.2,1.6,8071.453,0.009,B-,274.3,2.2   17
102,72,174,Hf,,-55844.5,2.3,8068.533,0.013,,*,17
101,73,174,Ta,x,-51741,28,8040.45,0.16,B+,4104,28     17
100,74,174,W,x,-50227,28,8027.26,0.16,B+,1510,40     17
99,75,174,Re,x,-43673,28,7985.09,0.16,B+,6550,40     17
98,76,174,Os,,-39995,10,7959.46,0.06,B+,3678,30     17
97,77,174,Ir,,-30863,24,7902.48,0.14,B+,9132,26     17
96,78,174,Pt,#NAME?,-25318,10,7866.12,0.06,B+,5545,26     17
95,79,174,Au,#NAME?,-14240,90,7798,1,B+,11080,90.    17
94,80,174,Hg,#NAME?,-6641,19,7749.78,0.11,B+,7590,90.    17
108,67,175,Ho,x,-43200,400,8019,2,B-,5450,570.    17
107,68,175,Er,x,-48650,400,8045,2,B-,3660,400.    17
106,69,175,Tm,+,-52310,50,8061.77,0.29,B-,2380,50     17
105,70,175,Yb,,-54695.55,0.07,8070.925,0.001,B-,470,1.2   17
104,71,175,Lu,,-55165.6,1.2,8069.14,0.007,,*,17
103,72,175,Hf,,-54481.7,2.3,8060.761,0.013,B+,683.9,2.0   17
102,73,175,Ta,x,-52409,28,8044.44,0.16,B+,2073,28     17
101,74,175,W,x,-49633,28,8024.11,0.16,B+,2780,40     17
100,75,175,Re,x,-45288,28,7994.82,0.16,B+,4340,40     17
99,76,175,Os,,-40105,12,7960.73,0.07,B+,5180,30     17
98,77,175,Ir,,-33395,12,7917.91,0.07,B+,6711,17     17
97,78,175,Pt,,-25713,18,7869.55,0.1,B+,7681,22     17
96,79,175,Au,#NAME?,-17400,40,7817.59,0.22,B+,8310,40     17
95,80,175,Hg,#NAME?,-7970,70,7759.2,0.4,B+,9430,80     17
109,67,176,Ho,x,-39290,500,7997,3,B-,7340,640.    17
108,68,176,Er,x,-46630,400,8034,2,B-,2740,410.    17
107,69,176,Tm,+,-49370,100,8045.1,0.6,B-,4120,100     17
106,70,176,Yb,,-53491.314,0.015,8064.085,0,B-,-109.1,1.2   17
105,71,176,Lu,,-53382.2,1.2,8059.02,0.007,B-,1194.1,0.9   17
104,72,176,Hf,,-54576.3,1.5,8061.359,0.008,,*,17
103,73,176,Ta,x,-51370,30,8038.67,0.17,B+,3210,30     17
102,74,176,W,x,-50642,28,8030.11,0.16,B+,720,40     17
101,75,176,Re,x,-45063,28,7993.97,0.16,B+,5580,40     17
100,76,176,Os,x,-42098,28,7972.68,0.16,B+,2960,40     17
99,77,176,Ir,,-33878,17,7921.53,0.1,B+,8220,30     17
98,78,176,Pt,,-28934,13,7888.99,0.07,B+,4944,21     17
97,79,176,Au,#NAME?,-18520,30,7825.38,0.19,B+,10410,40     17
96,80,176,Hg,,-11785,11,7782.67,0.06,B+,6740,30     17
95,81,176,Tl,#NAME?,580,80,7708,0.4,B+,12370,80     17
109,68,177,Er,x,-42860,500,8013,3,B-,4610,590.    17
108,69,177,Tm,x,-47470,300,8035,2,B-,3520,300.    17
107,70,177,Yb,#NAME?,-50986.4,0.22,8049.973,0.001,B-,1397.4,1.2   17
106,71,177,Lu,,-52383.8,1.2,8053.448,0.007,B-,496.8,0.8   17
105,72,177,Hf,,-52880.6,1.4,8051.835,0.008,,*,17
104,73,177,Ta,-,-51715,3,8040.827,0.019,B+,1166,3     17
103,74,177,W,x,-49702,28,8025.04,0.16,B+,2013,28     17
102,75,177,Re,x,-46269,28,8001.22,0.16,B+,3430,40     17
101,76,177,Os,#NAME?,-41956,15,7972.44,0.08,B+,4310,30     17
100,77,177,Ir,x,-36047,20,7934.63,0.11,B+,5909,25     17
99,78,177,Pt,,-29370,15,7892.49,0.08,B+,6677,25     17
98,79,177,Au,,-21545,10,7843.86,0.06,B+,7825,18     17
97,80,177,Hg,#NAME?,-12780,80,7789.9,0.4,B+,8760,80     17
96,81,177,Tl,IT,-3341,22,7732.17,0.12,B+,9440,80     17
110,68,178,Er,x,-40260,600,7999,3,B-,3860,720.    17
109,69,178,Tm,x,-44120,400,8016,2,B-,5580,400.    17
108,70,178,Yb,#NAME?,-49695,10,8042.84,0.06,B-,642,10     17
107,71,178,Lu,,-50337.8,2.3,8042.054,0.013,B-,2097.5,2.1   17
106,72,178,Hf,,-52435.2,1.4,8049.442,0.008,,*,17
105,73,178,Ta,IT,-50600,50,8035,0,B+,1840,50.    17
104,74,178,W,-,-50407,15,8029.26,0.09,B+,190,50.    17
103,75,178,Re,x,-45653,28,7998.16,0.16,B+,4750,30     17
102,76,178,Os,,-43544,14,7981.91,0.08,B+,2110,30     17
101,77,178,Ir,x,-36252,20,7936.55,0.11,B+,7292,24     17
100,78,178,Pt,,-31998,10,7908.25,0.06,B+,4254,22     17
99,79,178,Au,,-22304,10,7849.4,0.06,B+,9694,14     17
98,80,178,Hg,#NAME?,-16316,11,7811.36,0.06,B+,5988,15     17
97,81,178,Tl,#NAME?,-4790,90,7742,1,B+,11530,90.    17
96,82,178,Pb,#NAME?,3574,24,7690.83,0.13,B+,8370,90.    17
110,69,179,Tm,x,-41600,500,8002,3,B-,4940,540.    17
109,70,179,Yb,x,-46540,200,8025,1,B-,2520,200.    17
108,71,179,Lu,,-49059,5,8035.073,0.029,B-,1404,5     17
107,72,179,Hf,,-50462.9,1.4,8038.546,0.008,,*,17
106,73,179,Ta,,-50357.3,1.5,8033.585,0.008,B+,105.6,0.4   17
105,74,179,W,,-49295,15,8023.28,0.08,B+,1062,15     17
104,75,179,Re,,-46584,25,8003.77,0.14,B+,2711,27     17
103,76,179,Os,,-43019,17,7979.48,0.09,B+,3565,30     17
102,77,179,Ir,,-38082,10,7947.52,0.05,B+,4938,19     17
101,78,179,Pt,,-32268,8,7910.68,0.04,B+,5814,13     17
100,79,179,Au,,-24989,12,7865.64,0.07,B+,7280,14     17
99,80,179,Hg,,-16928,27,7816.24,0.15,B+,8060,30     17
98,81,179,Tl,#NAME?,-8270,40,7763.49,0.22,B+,8660,50     17
97,82,179,Pb,#NAME?,2050,80,7701.5,0.4,B+,10320,80     17
111,69,180,Tm,x,-37920,500,7982,3,B-,6680,590.    17
110,70,180,Yb,x,-44600,300,8015,2,B-,2080,310.    17
109,71,180,Lu,+,-46680,70,8022,0.4,B-,3100,70     17
108,72,180,Hf,,-49779.3,1.4,8034.93,0.008,B-,-846.5,2.3   17
107,73,180,Ta,#NAME?,-48932.9,1.9,8025.881,0.011,B-,703.2,2.3   17
106,74,180,W,,-49636.1,1.4,8025.442,0.008,,*,17
105,75,180,Re,x,-45837,21,7999.99,0.12,B+,3799,21     17
104,76,180,Os,,-44358,16,7987.43,0.09,B+,1480,27     17
103,77,180,Ir,x,-37978,22,7947.63,0.12,B+,6380,27     17
102,78,180,Pt,#NAME?,-34436,11,7923.61,0.06,B+,3542,24     17
101,79,180,Au,,-25626,5,7870.318,0.027,B+,8810,12     17
100,80,180,Hg,,-20250,13,7836.11,0.07,B+,5375,14     17
99,81,180,Tl,#NAME?,-9390,60,7771.4,0.3,B+,10860,60     17
98,82,180,Pb,#NAME?,-1941,12,7725.7,0.07,B+,7450,60     17
112,69,181,Tm,x,-35170,600,7967,3,B-,5920,670.    18
111,70,181,Yb,x,-41090,300,7996,2,B-,3710,320.    18
110,71,181,Lu,x,-44800,130,8011.9,0.7,B-,2610,130     18
109,72,181,Hf,#NAME?,-47402.8,1.4,8022.002,0.008,B-,1035.5,1.8   18
108,73,181,Ta,,-48438.3,1.4,8023.4,0.008,,*,18
107,74,181,W,#NAME?,-48233.8,1.4,8017.948,0.008,B+,204.5,1.9   18
106,75,181,Re,4n,-46517,13,8004.14,0.07,B+,1716,13     18
105,76,181,Os,,-43550,25,7983.43,0.14,B+,2967,28     18
104,77,181,Ir,#NAME?,-39463,5,7956.523,0.029,B+,4087,26     18
103,78,181,Pt,,-34382,14,7924.13,0.08,B+,5082,15     18
102,79,181,Au,#NAME?,-27871,20,7883.84,0.11,B+,6510,24     18
101,80,181,Hg,,-20661,15,7839.68,0.08,B+,7210,25     18
100,81,181,Tl,,-12799,9,7791.92,0.05,B+,7862,18     18
99,82,181,Pb,#NAME?,-3120,80,7734.1,0.4,B+,9680,80     18
112,70,182,Yb,x,-38820,400,7984,2,B-,3060,450.    18
111,71,182,Lu,x,-41880,200,7996,1,B-,4170,200.    18
110,72,182,Hf,#NAME?,-46050,6,8014.84,0.03,B-,380,6     18
109,73,182,Ta,,-46429.9,1.4,8012.628,0.008,B-,1816.1,1.4   18
108,74,182,W,,-48246.1,0.7,8018.308,0.004,,*,18
107,75,182,Re,IT,-45450,100,7998.6,0.6,B+,2800,100     18
106,76,182,Os,,-44609,22,7989.73,0.12,B+,840,100     18
105,77,182,Ir,,-39052,21,7954.89,0.12,B+,5560,30     18
104,78,182,Pt,,-36168,13,7934.75,0.07,B+,2883,25     18
103,79,182,Au,#NAME?,-28301,20,7887.23,0.11,B+,7868,24     18
102,80,182,Hg,,-23577,10,7856.97,0.05,B+,4724,23     18
101,81,182,Tl,#NAME?,-13328,12,7796.36,0.07,B+,10249,15     18
100,82,182,Pb,#NAME?,-6825,12,7756.33,0.07,B+,6503,17     18
113,70,183,Yb,x,-35100,400,7964,2,B-,4620,410.    18
112,71,183,Lu,x,-39720,80,7984.8,0.4,B-,3570,90     18
111,72,183,Hf,+,-43280,30,8000.03,0.16,B-,2010,30     18
110,73,183,Ta,#NAME?,-45292.8,1.4,8006.735,0.008,B-,1072.8,1.4   18
109,74,183,W,,-46365.6,0.7,8008.322,0.004,,*,18
108,75,183,Re,-,-45810,8,8001.01,0.04,B+,556,8     18
107,76,183,Os,,-43660,50,7985.01,0.27,B+,2150,50     18
106,77,183,Ir,,-40203,24,7961.82,0.13,B+,3460,50     18
105,78,183,Pt,,-35772,16,7933.34,0.08,B+,4431,29     18
104,79,183,Au,,-30191,9,7898.56,0.05,B+,5581,18     18
103,80,183,Hg,,-23805,7,7859.39,0.04,B+,6387,12     18
102,81,183,Tl,,-16587,9,7815.67,0.05,B+,7217,12     18
101,82,183,Pb,#NAME?,-7575,28,7762.15,0.15,B+,9012,30     18
114,70,184,Yb,x,-32540,500,7951,3,B-,3870,590.    18
113,71,184,Lu,x,-36410,300,7967,2,B-,5090,300.    18
112,72,184,Hf,+,-41500,40,7990.72,0.22,B-,1340,30     18
111,73,184,Ta,+,-42839,26,7993.75,0.14,B-,2866,26     18
110,74,184,W,,-45705.4,0.7,8005.077,0.004,B-,-1486,4     18
109,75,184,Re,,-44220,4,7992.75,0.023,B-,33,4     18
108,76,184,Os,,-44252.5,0.8,7988.677,0.005,,*,18
107,77,184,Ir,x,-39611,28,7959.2,0.15,B+,4642,28     18
106,78,184,Pt,,-37334,16,7942.57,0.08,B+,2280,30     18
105,79,184,Au,#NAME?,-30319,22,7900.19,0.12,B+,7016,27     18
104,80,184,Hg,,-26349,10,7874.37,0.05,B+,3970,24     18
103,81,184,Tl,,-16883,10,7818.67,0.05,B+,9466,14     18
102,82,184,Pb,,-11052,13,7782.73,0.07,B+,5832,16     18
101,83,184,Bi,#NAME?,1060,80,7712.6,0.4,B+,12110,80     18
115,70,185,Yb,x,-28500,500,7929,3,B-,5390,590.    18
114,71,185,Lu,x,-33890,300,7954,2,B-,4430,310.    18
113,72,185,Hf,x,-38320,60,7974,0.3,B-,3070,70     18
112,73,185,Ta,+,-41394,14,7986.36,0.08,B-,1994,14     18
111,74,185,W,,-43387.8,0.7,7992.907,0.004,B-,431.2,0.7   18
110,75,185,Re,,-43819,0.8,7991.009,0.004,,*,18
109,76,185,Os,,-42805.9,0.8,7981.304,0.004,B+,1013.1,0.4   18
108,77,185,Ir,x,-40336,28,7963.72,0.15,B+,2470,28     18
107,78,185,Pt,,-36688,26,7939.78,0.14,B+,3650,40     18
106,79,185,Au,x,-31858.1,2.6,7909.44,0.014,B+,4830,26     18
105,80,185,Hg,,-26184,14,7874.54,0.07,B+,5674,14     18
104,81,185,Tl,IT,-19758,21,7835.57,0.11,B+,6426,25     18
103,82,185,Pb,#NAME?,-11541,16,7786.93,0.09,B+,8217,26     18
102,83,185,Bi,IT,-2240,80,7732,0,B+,9310,80.    18
115,71,186,Lu,x,-30210,400,7935,2,B-,6210,400.    18
114,72,186,Hf,x,-36420,50,7964.3,0.28,B-,2180,80     18
113,73,186,Ta,+,-38610,60,7971.8,0.3,B-,3900,60     18
112,74,186,W,,-42508.5,1.2,7988.601,0.007,B-,-581.4,1.2   18
111,75,186,Re,,-41927.1,0.8,7981.269,0.004,B-,1072.9,0.8   18
110,76,186,Os,,-42999.9,0.8,7982.831,0.004,,*,18
109,77,186,Ir,x,-39172,17,7958.05,0.09,B+,3828,17     18
108,78,186,Pt,,-37864,22,7946.81,0.12,B+,1308,27     18
107,79,186,Au,,-31715,21,7909.54,0.11,B+,6150,30     18
106,80,186,Hg,,-28539,12,7888.26,0.06,B+,3176,24     18
105,81,186,Tl,x,-19887,22,7837.54,0.12,B+,8652,25     18
104,82,186,Pb,#NAME?,-14682,11,7805.35,0.06,B+,5205,25     18
103,83,186,Bi,#NAME?,-3146,17,7739.12,0.09,B+,11536,20     18
102,84,186,Po,#NAME?,4101,18,7695.95,0.1,B+,7247,25     18
116,71,187,Lu,x,-27580,400,7922,2,B-,5240,500.    18
115,72,187,Hf,x,-32820,300,7946,2,B-,4080,300.    18
114,73,187,Ta,x,-36900,60,7963.21,0.3,B-,3010,60     18
113,74,187,W,,-39904,1.2,7975.116,0.006,B-,1312.5,1.1   18
112,75,187,Re,,-41216.5,0.7,7977.951,0.004,B-,2.467,0.002 18
111,76,187,Os,,-41218.9,0.7,7973.78,0.004,,*,18
110,77,187,Ir,x,-39549,28,7960.67,0.15,B+,1670,28     18
109,78,187,Pt,,-36685,24,7941.17,0.13,B+,2860,40     18
108,79,187,Au,,-33028,22,7917.43,0.12,B+,3657,27     18
